ruleID	organism	gene	nodeID	refseq accession	GenBank accession	HMM accession	ARO accession	mutation	variation type	context	drug	drug class	phenotype	clinical category	breakpoint	breakpoint standard	PMID	evidence code	evidence grade	evidence limitations	rule curation note	
ACI0079	s__Acinetobacter baumannii	blaOXA-366	blaOXA-366	WP_063862736.1	-	-	ARO:3001553	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0080	s__Acinetobacter baumannii	blaOXA-398	blaOXA-398	WP_063862757.1	-	-	ARO:3001584	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0081	s__Acinetobacter baumannii	blaOXA-398	blaOXA-398	WP_063862757.1	-	-	ARO:3001584	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0082	s__Acinetobacter baumannii	blaOXA-422	blaOXA-422	WP_063862828.1	-	-	ARO:3003160	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0083	s__Acinetobacter baumannii	blaOXA-422	blaOXA-422	WP_063862828.1	-	-	ARO:3003160	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0084	s__Acinetobacter baumannii	blaOXA-423	blaOXA-423	WP_063862833.1	-	-	ARO:3003161	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0085	s__Acinetobacter baumannii	blaOXA-423	blaOXA-423	WP_063862833.1	-	-	ARO:3003161	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0086	s__Acinetobacter baumannii	blaOXA-435	blaOXA-435	WP_063864078.1	-	-	ARO:3003162	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0087	s__Acinetobacter baumannii	blaOXA-435	blaOXA-435	WP_063864078.1	-	-	ARO:3003162	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0088	s__Acinetobacter baumannii	blaOXA-440	blaOXA-440	WP_063864082.1	-	-	ARO:3003596	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0089	s__Acinetobacter baumannii	blaOXA-440	blaOXA-440	WP_063864082.1	-	-	ARO:3003596	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0090	s__Acinetobacter baumannii	blaOXA-482	blaOXA-482	WP_063864108.1	-	-	ARO:3003639	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0091	s__Acinetobacter baumannii	blaOXA-482	blaOXA-482	WP_063864108.1	-	-	ARO:3003639	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0092	s__Acinetobacter baumannii	blaOXA-483	blaOXA-483	WP_063864109.1	-	-	ARO:3003640	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0093	s__Acinetobacter baumannii	blaOXA-483	blaOXA-483	WP_063864109.1	-	-	ARO:3003640	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0094	s__Acinetobacter baumannii	blaOXA-565	blaOXA-565	WP_085562421.1	-	-	ARO:3005789	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0095	s__Acinetobacter baumannii	blaOXA-565	blaOXA-565	WP_085562421.1	-	-	ARO:3005789	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0096	s__Acinetobacter baumannii	blaOXA-657	blaOXA-657	WP_111672907.1	-	-	ARO:3005872	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0097	s__Acinetobacter baumannii	blaOXA-657	blaOXA-657	WP_111672907.1	-	-	ARO:3005872	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0098	s__Acinetobacter baumannii	blaOXA-911	blaOXA-911	WP_168247884.1	-	-	ARO:3006098	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0099	s__Acinetobacter baumannii	blaOXA-911	blaOXA-911	WP_168247884.1	-	-	ARO:3006098	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0100	s__Acinetobacter baumannii	blaOXA-1216	blaOXA-1216	WP_311033317.1	-	-	-	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0101	s__Acinetobacter baumannii	blaOXA-1216	blaOXA-1216	WP_311033317.1	-	-	-	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0102	s__Acinetobacter baumannii	blaOXA-1223	blaOXA-1223	WP_318245554.1	-	-	-	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0103	s__Acinetobacter baumannii	blaOXA-1223	blaOXA-1223	WP_318245554.1	-	-	-	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0104	s__Acinetobacter baumannii	blaOXA-1241	blaOXA-1241	WP_367187965.1	-	-	-	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0105	s__Acinetobacter baumannii	blaOXA-1241	blaOXA-1241	WP_367187965.1	-	-	-	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence for this allele	No associated paper available specifically for this allele. Phenotype inferred from the family.	
ACI0106	s__Acinetobacter baumannii	blaOXA-24_fam	blaOXA-24_fam	-	-	NF000434.2	ARO:3007711	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	strong		Phenotype of this gene family inferred from MICs of several members.	
ACI0107	s__Acinetobacter baumannii	blaOXA-24_fam	blaOXA-24_fam	-	-	NF000434.2	ARO:3007711	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	strong		Phenotype of this gene family inferred from MICs of several members.	
ACI0108	s__Acinetobacter baumannii	blaOXA-24	blaOXA-24	WP_012754353.1	-	-	ARO:3001419	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	"12499201, 10817708, 21041501"	ECO:0001103 natural variation mutant evidence	strong		MIC 256 mg/L (imipenem) ; MIC 256 mg/L (meropenem) 	
ACI0109	s__Acinetobacter baumannii	blaOXA-24	blaOXA-24	WP_012754353.1	-	-	ARO:3001419	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	"12499201, 10817708, 21041501"	ECO:0001103 natural variation mutant evidence	strong		MIC 256 mg/L (imipenem) ; MIC 256 mg/L (meropenem) 	
ACI0110	s__Acinetobacter baumannii	blaOXA-72	blaOXA-72	WP_000713530.1	-	-	ARO:3001705	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	"17846127, 21041501"	ECO:0001103 natural variation mutant evidence	strong		MIC 16 mg/L (imipenem) ; MIC >32 mg/L (meropenem) 	
ACI0111	s__Acinetobacter baumannii	blaOXA-72	blaOXA-72	WP_000713530.1	-	-	ARO:3001705	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	"17846127, 21041501"	ECO:0001103 natural variation mutant evidence	strong		MIC 16 mg/L (imipenem) ; MIC >32 mg/L (meropenem) 	
ACI0112	s__Acinetobacter baumannii	blaOXA-58_fam	blaOXA-58_fam	-	-	NF000500.2	ARO:3007728	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	strong		Phenotype of this gene family inferred from MICs of several members.	
ACI0113	s__Acinetobacter baumannii	blaOXA-58_fam	blaOXA-58_fam	-	-	NF000500.2	ARO:3007728	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	strong		Phenotype of this gene family inferred from MICs of several members.	
ACI0114	s__Acinetobacter baumannii	blaOXA-58	blaOXA-58	WP_002002480.1	-	-	ARO:3001611	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	15616297	ECO:0001103 natural variation mutant evidence	strong		MIC 32 mg/L (imipenem) ; MIC >64 mg/L (meropenem) 	
ACI0115	s__Acinetobacter baumannii	blaOXA-58	blaOXA-58	WP_002002480.1	-	-	ARO:3001611	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	15616297	ECO:0001103 natural variation mutant evidence	strong		MIC 32 mg/L (imipenem) ; MIC >64 mg/L (meropenem) 	
ACI0116	s__Acinetobacter baumannii	blaOXA-96	blaOXA-96	WP_063864543.1	-	-	ARO:3001631	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	17284537	ECO:0001103 natural variation mutant evidence	strong		MIC 16 mg/L (imipenem)	
ACI0117	s__Acinetobacter baumannii	blaOXA-96	blaOXA-96	WP_063864543.1	-	-	ARO:3001631	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	17284537	ECO:0001103 natural variation mutant evidence	strong		MIC 16 mg/L (imipenem)	
ACI0118	s__Acinetobacter baumannii	blaOXA-97	blaOXA-97	WP_063864544.1	-	-	ARO:3001647	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	18299404	ECO:0001103 natural variation mutant evidence	strong		MIC 32 mg/L (imipenem) ; MIC 16 mg/L (meropenem) 	
ACI0119	s__Acinetobacter baumannii	blaOXA-97	blaOXA-97	WP_063864544.1	-	-	ARO:3001647	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	18299404	ECO:0001103 natural variation mutant evidence	strong		MIC 32 mg/L (imipenem) ; MIC 16 mg/L (meropenem) 	
ACI0120	s__Acinetobacter baumannii	blaOXA-164	blaOXA-164	WP_063861121.1	-	-	ARO:3001662	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	20921306	ECO:0001103 natural variation mutant evidence	strong		MIC 8...>=16 mg/L (imipenem) ; MIC 2...8 mg/L (meropenem) (Vitek2) ; MIC 32 mg/L (imipenem) ; MIC 8...32 mg/L (meropenem) (Etest)	
ACI0121	s__Acinetobacter baumannii	blaOXA-164	blaOXA-164	WP_063861121.1	-	-	ARO:3001662	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	20921306	ECO:0001103 natural variation mutant evidence	strong		MIC 8...>=16 mg/L (imipenem) ; MIC 2...8 mg/L (meropenem) (Vitek2) ; MIC 32 mg/L (imipenem) ; MIC 8...32 mg/L (meropenem) (Etest)	
ACI0122	s__Acinetobacter baumannii	blaOXA-235	blaOXA-235	WP_000854009.1	-	-	ARO:3001676	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	23439638	ECO:0001103 natural variation mutant evidence	strong		MIC >=16 mg/L (imipenem)	
ACI0123	s__Acinetobacter baumannii	blaOXA-235	blaOXA-235	WP_000854009.1	-	-	ARO:3001676	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	23439638	ECO:0001103 natural variation mutant evidence	strong		MIC >=16 mg/L (meropenem) 	
ACI0124	s__Acinetobacter baumannii	blaOXA-236	blaOXA-236	WP_063862170.1	-	-	ARO:3001677	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	23439638	ECO:0001103 natural variation mutant evidence	strong		MIC >=16 mg/L (imipenem)	
ACI0125	s__Acinetobacter baumannii	blaOXA-236	blaOXA-236	WP_063862170.1	-	-	ARO:3001677	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	23439638	ECO:0001103 natural variation mutant evidence	strong		MIC >=16 mg/L (meropenem) 	
ACI0126	s__Acinetobacter baumannii	blaOXA-237	blaOXA-237	WP_000854010.1	-	-	ARO:3001678	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	23439638	ECO:0001103 natural variation mutant evidence	strong		MIC >=16 mg/L (imipenem)	
ACI0127	s__Acinetobacter baumannii	blaOXA-237	blaOXA-237	WP_000854010.1	-	-	ARO:3001678	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	23439638	ECO:0001103 natural variation mutant evidence	strong		MIC >=16 mg/L (meropenem) 	
ACI0128	s__Acinetobacter baumannii	blaOXA-143_fam	blaOXA-143_fam	-	-	NF000464.2	ARO:3007701	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	strong		Phenotype of this gene family inferred from MICs of several members.	
ACI0129	s__Acinetobacter baumannii	blaOXA-143_fam	blaOXA-143_fam	-	-	NF000464.2	ARO:3007701	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	strong		Phenotype of this gene family inferred from MICs of several members.	
ACI0130	s__Acinetobacter baumannii	blaOXA-143	blaOXA-143	WP_063861042.1	-	-	ARO:3001654	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	19770279	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (imipenem)	
ACI0131	s__Acinetobacter baumannii	blaOXA-143	blaOXA-143	WP_063861042.1	-	-	ARO:3001654	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	19770279	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (meropenem) 	
ACI0132	s__Acinetobacter baumannii	blaOXA-182	blaOXA-182	WP_063861266.1	-	-	ARO:3001709	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	20884158	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	Phenotype of this gene in Acinetobacter baumannii inferred from the other members of the family.	
ACI0133	s__Acinetobacter baumannii	blaOXA-182	blaOXA-182	WP_063861266.1	-	-	ARO:3001709	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	20884158	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	Phenotype of this gene in Acinetobacter baumannii inferred from the other members of the family.	
ACI0134	s__Acinetobacter baumannii	blaOXA-231	blaOXA-231	WP_063862128.1	-	-	ARO:3001670	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	"22736746
24566181"	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (imipenem)	
ACI0135	s__Acinetobacter baumannii	blaOXA-231	blaOXA-231	WP_063862128.1	-	-	ARO:3001670	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	"22736746
24566181"	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (meropenem) 	
ACI0136	s__Acinetobacter baumannii	blaOXA-253	blaOXA-253	WP_032495764.1	-	-	ARO:3001689	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	24566181	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (imipenem)	
ACI0137	s__Acinetobacter baumannii	blaOXA-253	blaOXA-253	WP_032495764.1	-	-	ARO:3001689	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	24566181	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (meropenem) 	
ACI0138	s__Acinetobacter baumannii	blaNDM	blaNDM	-	-	NF000259.2	ARO:3000057	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	Phenotype of this gene family inferred from MICs of several members.	
ACI0139	s__Acinetobacter baumannii	blaNDM	blaNDM	-	-	NF000259.2	ARO:3000057	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	-	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	Phenotype of this gene family inferred from MICs of several members.	
ACI0140	s__Acinetobacter baumannii	blaNDM-1	blaNDM-1	WP_004201164.1	-	-	ARO:3000589	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	21693460	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (imipenem)	
ACI0141	s__Acinetobacter baumannii	blaNDM-1	blaNDM-1	WP_004201164.1	-	-	ARO:3000589	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	21693460	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (meropenem) 	
ACI0142	s__Acinetobacter baumannii	blaNDM-2	blaNDM-2	WP_063860860.1	-	-	ARO:3000590	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	21427107	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (imipenem)	
ACI0143	s__Acinetobacter baumannii	blaNDM-2	blaNDM-2	WP_063860860.1	-	-	ARO:3000590	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	21427107	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (meropenem) 	
ACI0144	s__Acinetobacter baumannii	blaNDM-6	blaNDM-6	WP_032495384.1	-	-	ARO:3002356	-	Gene presence detected	acquired	imipenem	-	nonwildtype	R	MIC > 4 mg/L	EUCAST v14.0 (2024)	33240245	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (imipenem)	
ACI0145	s__Acinetobacter baumannii	blaNDM-6	blaNDM-6	WP_032495384.1	-	-	ARO:3002356	-	Gene presence detected	acquired	meropenem	-	nonwildtype	R	MIC > 8 mg/L	EUCAST v14.0 (2024)	33240245	ECO:0001103 natural variation mutant evidence	strong		MIC >32 mg/L (meropenem)	
ACI0146	s__Acinetobacter baumannii	blaOXA-51_fam	blaOXA-51_fam	-	-	NF000268.2	ARO:3007725	-	Gene presence detected	core	-	carbapenem	wildtype	S	not applicable	EUCAST v15.0 (2025)	15649299	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"OXA-51-like are wt carbapenem-susceptible. OXA-51-like are not carbapenemases, with a few exceptions: carbapenem-resistance mediated through the OXA-51-like need two things; ISAba1 upstream, and a valine at position 167. This valine is found in OXA-82, OXA-107, OXA-113, and OXA-219. (also OXA-108,-115,-138,-174,-175,-176,-177,-194,-195,-195,-197,-219,-545)"	
ACI0147	s__Acinetobacter baumannii	blaOXA-51_fam	blaOXA-51_fam	-	-	NF000268.2	ARO:3007725	c.-7ins[ISAba1:inv]	Promoter variant detected	acquired	-	carbapenem	nonwildtype	S	not applicable	EUCAST v15.0 (2025)	"22717017, 23014718, 30124881"	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"OXA-51-like are wt carbapenem-susceptible. OXA-51-like are not carbapenemases, with a few exceptions: carbapenem-resistance mediated through the OXA-51-like need two things; ISAba1 upstream, and a valine at position 167. This valine is found in OXA-82, OXA-107, OXA-113, and OXA-219.(also OXA-108,-115,-138,-174,-175,-176,-177,-194,-195,-195,-197,-219,-545)"	
ACI0148	s__Acinetobacter baumannii	blaOXA-51_fam	blaOXA-51_fam	-	-	NF000268.2	ARO:3007725	p.Leu167Val	Protein variant detected	acquired	-	carbapenem	nonwildtype	S	not applicable	EUCAST v15.0 (2025)	"23014718, 35562886"	"ECO:0001103 natural variation mutant evidence, ECO:0000005 enzymatic activity assay evidence"	moderate	lacks evidence of the degree to which MIC is affected	"OXA-51-like are wt carbapenem-susceptible. OXA-51-like are not carbapenemases, with a few exceptions: carbapenem-resistance mediated through the OXA-51-like need two things; ISAba1 upstream, and a valine at position 167. This valine is found in OXA-82, OXA-107, OXA-113, and OXA-219.(also OXA-108,-115,-138,-174,-175,-176,-177,-194,-195,-195,-197,-219,-545)"	
ACI0149	s__Acinetobacter baumannii	ACI0147 & ACI0148	-	-	-	-	-	-	Combination	-	-	carbapenem	nonwildtype	R	not applicable	EUCAST v15.0 (2025)	23014718	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"OXA-51-like are wt carbapenem-susceptible. OXA-51-like are not carbapenemases, with a few exceptions: carbapenem-resistance mediated through the OXA-51-like need two things; ISAba1 upstream, and a valine at position 167. This valine is found in OXA-82, OXA-107, OXA-113, and OXA-219.(also OXA-108,-115,-138,-174,-175,-176,-177,-194,-195,-195,-197,-219,-545). In a chromosomal context, OXA-66 not preceded by ISAba1 increases the MIC of imipenem from 0.5 mg/L to 2 mg/L, and when OXA-66 is preceded by ISAba1 it increases the MIC of imipenem from 0.5 mg/L to 4 mg/L, in both cases not reaching the resitance level (PMID19307373)."	
ACI0150	s__Acinetobacter baumannii	blaOXA-51	blaOXA-51	WP_002033109.1	-	-	ARO:3001612	-	Gene presence detected	core	imipenem	-	wildtype	S	MIC <= 4 mg/L	EUCAST v15.0 (2025)	"15649299, 35562886"	ECO:0001103 natural variation mutant evidence	strong		"The presence of OXA-51, OXA-66 or OXA-99 increases the MIC of imipenem from 0.125 mg/L to 1 mg/L (PMID 35562886)."	
ACI0151	s__Acinetobacter baumannii	blaOXA-51	blaOXA-51	WP_002033109.1	-	-	ARO:3001612	-	Gene presence detected	core	meropenem	-	wildtype	S	MIC <= 8 mg/L 	EUCAST v15.0 (2025)	15649299	ECO:0001103 natural variation mutant evidence	strong			
ACI0152	s__Acinetobacter baumannii	blaADC	blaADC	-	-	NF000425.2	ARO:3005459	-	Gene presence detected	core	-	third-generation cephalosporin	wildtype	R	not applicable	ECOFF (May 2025)	10639377	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"ADC is responsible for 3rd generation cephalosporin resistance: ceftazidime and cefotaxime. ISAba1, typically 9bp upstream, but they can be found also 7bp upstream, increase MICs."	
ACI0153	s__Acinetobacter baumannii	blaADC	blaADC	-	-	NF000425.2	ARO:3005459	-	Gene presence detected	core	ceftazidime	-	wildtype	R	MIC > 16 mg/L 	ECOFF (May 2025)	10639377	ECO:0001103 natural variation mutant evidence	moderate	lacks evidence of the degree to which MIC is affected	"ADC is responsible for 3rd generation cephalosporin resistance: ceftazidime and cefotaxime. ISAba1, typically 9bp upstream, but they can be found also 7bp upstream, increase MICs."	
