ruleID	organism	gene	nodeID	refseq accession	GenBank accession	HMM accession	ARO accession	mutation	variation type	context	drug	drug class	phenotype	clinical category	breakpoint	breakpoint standard	PMID	evidence code	evidence grade	evidence limitations	rule curation note
EFC0028	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	rifampin	-	wildtype	S	MIC <=8 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0029	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	ciprofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0030	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	ciprofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0031	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	norfloxacin	-	wildtype	S	MIC <=8 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0032	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	norfloxacin	-	wildtype	S	MIC <=8 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0033	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	ofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0034	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	ofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0035	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	gentamicin	-	wildtype	S	MIC <=64 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0036	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	gentamicin	-	wildtype	S	MIC <=64 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0037	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	minocycline	-	wildtype	S	MIC <=0.5 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0038	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	minocycline	-	wildtype	S	MIC <=0.5 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0039	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	tetracycline 	-	wildtype	S	MIC <=4 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0040	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	tetracycline 	-	wildtype	S	MIC <=4 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0041	s__Enterococcus faecalis	efrC	-	-	AAO80603.1	-	-	-	Gene presence detected	core	rifampin	-	wildtype	S	MIC <=8 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0042	s__Enterococcus faecalis	efrD	-	-	AAO80604.1	-	-	-	Gene presence detected	core	rifampin	-	wildtype	S	MIC <=8 mg/L	ECOFF	27381387	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"27381387: Deletion of EfrCD on the chromosome of E. faecalis resulted in increased susceptibility to daunorubicin, doxorubicin, ethidium, and Hoechst 33342 but not to clinically used antibiotics tested including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains (see Table 1). efrCD knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains."
EFC0043	s__Enterococcus faecalis	emeA	-	-	AB091338.1	-	ARO:3003551	-	Gene presence detected	core	norfloxacin	-	wildtype	S	MIC <=8 mg/L	ECOFF	"11709342, 11321571"	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"11709342: ""EmeA seems to have a modest but consistent effect on the susceptibility of E. faecalis to diverse compounds such as norfloxacin and EtBr."" 11321571: “In E. faecalis, the ∆norA strain was only 2 to 3-fold more susceptible to norfloxacin (Figure 2A) and it showed little increased sensitivity to ciprofloxacin.” Because of modest effect of EmeA on norfloxacin resistance (see 11709342), and because E. faecalis is not intrinsically resistance to fluoroquinolones, the phenotypic effect chosen is ""S"""
EFC0044	s__Enterococcus faecalis	emeA	-	-	AB091338.1	-	ARO:3003551	-	Gene presence detected	core	ciprofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	11321571	ECO:0001091 knockout phenotypic evidence	strong		"11321571: “In E. faecalis, the ∆norA strain was only 2 to 3-fold more susceptible to norfloxacin (Figure 2A) and it showed little increased sensitivity to ciprofloxacin.” Because of modest effect of EmeA on ciprofloxacin resistance (according to 11321571), and because E. faecalis is not intrinsically resistance to fluoroquinolones, the phenotypic effect chosen is ""S"""
EFC0045	s__Enterococcus faecalis	dfrE	dfrE	-	AF028811.1	NF040541.1	ARO:3002875	-	Gene presence detected	core	trimethoprim	-	wildtype	S	not available	ECOFF ID	9869579	ECO:0000154 heterologous protein expression evidence	weak	lacks evidence for this species	"dfrE is a chromosome-encoded dihydrofolate reductase found in Enterococcus faecalis. According to 9869579: “The dfrE gene that caused resistance in E. coli when it was cloned into a multicopy plasmid is believed to code for an intrinsic E. faecalis DHFR because it was found in all E. faecalis isolates studied, despite their level of susceptibility to trimethoprim.“ dfrE chromosomal gene on its own does not confer resistance to trimethoprim in E. faecalis, as E. faecalis is not intrinsically resistant to trimethoprim. Also, only evidence of heterologous expression of this gene in E. coli exist, no knockout evidence could be found."
